Book,Title,Goodreads,Sentiment,Status,Flesch
388,Tales of Mean Streets,63,0.007865,Neither,80.5543458039969
389,A Marriage at Sea,4,0.332978,Neither,77.84247840832215
390,Tales of South Africa,0,0.136116,Neither,75.25277020106738
391,Tales of Trail and Town,12,0.15154,Neither,71.74946340802887
392,Taquisara,2,0.16939,Neither,75.88456238042168
393,Terry Or She ought to have been a Boy,0,0.124527,Neither,86.2290104607811
394,Tess of the d'Urbervilles A Pure Woman,231991,0.200949,Both canonical and bestsellers,76.32660671875446
395,That Affair Next Door,0,0.113766,Neither,79.00462775357336
396,That Little Beggar,0,0.144354,Neither,84.47844998722638
397,That Mainwaring Affair,54,0.346777,Neither,71.42675672095174
398,That Scholarship Boy,3,0.217867,Neither,84.87377988943591
399,That Stick,2,0.256718,Neither,77.64069396759398
400,A Master Of Craft,0,0.134085,Neither,81.41914060847876
401,The Admiral A Romance of Nelson in the Year of the Nile,0,0.45949,Neither,70.52445779753246
402,The Adventure of Princess Sylvia,1,0.388589,Neither,77.15102902880561
403,The Adventures of Captain Horn,55,0.211636,Neither,78.74695120369051
404,The Adventures of Don Lavington,0,-0.073597,Neither,90.19167644473153
405,The Adventures of François Foundling Thief Juggler and Fencing Master during the French Revolution,0,0.026909,Neither,87.08214373344462
406,The Amateur Cracksman,2089,0.066182,Neither,85.58667647408174
407,The Amazing Marriage,11,0.18204,Neither,76.51650111739346
408,The Angel of the Revolution A Tale of the Coming Terror,0,0.019952,Neither,63.16831792462162
409,The Arbiter A Novel,1,0.281834,Neither,75.9521722901358
410,The Autobiography of a Quack and The Case of George Dedlow,0,0.097794,Neither,78.69304926342198
411,A Master of Fortune Being Further Adventures of Captain Kettle,4,0.084545,Neither,79.8322555323864
412,The Awkward Age,925,0.416651,Canonical novels,84.3678527638127
413,The Battle of the Strong A Romance of Two Kingdoms,0,0.049587,Neither,79.47039458679679
414,The Beautiful White Devil,13,0.266648,Neither,77.78787816769257
415,The Beetle A Mystery,2275,-0.013354,Canonical novels,81.62319110840032
416,The Bell Ringer of Angel's,5,0.117897,Neither,71.43422963150716
417,The Benefactress,244,0.190784,Neither,77.0183171574321
418,The Beth Book Being a Study of the Life of Elizabeth Caldwell Maclure a Woman of Genius,94,0.245817,Neither,78.63949791373665
419,The Betrayal of John Fordham,0,0.042237,Neither,81.77044228345521
420,The Big Bow Mystery,577,-0.072916,Neither,75.73868675841454
421,The Birthright,4,0.0474,Neither,86.65627964310336
422,A Master of Mysteries,0,-0.019822,Neither,82.9874642495956
423,The Bishop's Secret,69,0.081718,Neither,77.0480384548498
424,The Black Bar,3,-0.010269,Neither,87.39643514065732
425,The Black Douglas,51,0.099337,Neither,76.8013844401864
426,The Black Tor A Tale of the Reign of James the First,1,-0.129765,Neither,87.88434612404346
427,The Black Wolf's Breed A Story of France in the Old World and the New happening in the Reign of Louis XIV,2,0.088906,Neither,79.02173773977151
428,The Blue Pavilions,0,0.095094,Neither,79.97068140355682
429,The Bond of Black,0,0.055807,Neither,75.99537292224105
430,The Boss of Taroomba,0,0.100598,Neither,87.13965560269727
431,The Bountiful Lady Or How Mary was changed from a very Miserable Little Girl to a very Happy One,5,0.225823,Neither,85.48811745155925
432,The Brass Bottle,80,0.3478,Neither,75.03984169268708
433,A Millionaire of Yesterday,12,0.056829,Neither,84.314616247114
434,The British Barbarians,30,0.124501,Neither,72.11922787101236
435,The Broom Squire,14,0.05409,Neither,83.69918274712838
436,"The Buffalo Runners, A tale of the Red River Plains",8,0.174846,Neither,75.60715611632985
437,The Bushranger's Secret,0,-0.008692,Neither,89.23364407268363
438,The Californians,21,0.240795,Neither,78.83821586595845
439,The Capsina An Historical Novel,0,0.039656,Neither,79.36573915403649
440,The Carbonels,6,0.17646,Neither,78.14288973863414
441,The Cardinal s Snuff Box,17,0.23777,Neither,76.74407982677194
442,The Career of Claudia,1,0.211989,Neither,80.43113101380173
443,The Carved Cupboard,29,0.228255,Neither,83.17228420238335
444,A Bicycle of Cathay,10,0.404215,Neither,83.77583279986506
445,A Modern Buccaneer,1,0.255566,Neither,73.80603023299282
446,The Carved Lions,0,0.271026,Neither,82.74545811232788
447,The Castle Inn,27,-0.057235,Neither,85.13539484605677
448,The Changeling,8,0.252319,Neither,83.27838577838413
449,The Chase of the Ruby,13,0.078971,Neither,87.44268388666644
450,The Chevalier d Auriac,0,-0.012624,Neither,82.3090581787628
451,The Children of the King,4,0.319214,Neither,76.9161884286206
452,The Christian A Story,20,0.161452,Bestsellers,82.99990444190969
453,The Chronicles of Count Antonio,9,-0.039608,Neither,82.59371869294591
454,The Cock House at Fellsgarth,7,0.165704,Neither,82.45744666254282
455,The Courtship of Morrice Buckler A Romance,11,-0.008026,Neither,81.84914513250854
456,A Modern Mercenary,1,0.053846,Neither,75.2226281226995
457,The Coxswain s Bride,4,0.207221,Neither,74.02285241684511
458,The Crack of Doom,17,-0.018849,Neither,77.12452348096399
459,The Crime and the Criminal,24,0.082048,Neither,87.7138478242065
460,The Crisis,716,0.109071,Neither,83.5066508898026
461,The Crooked Stick Or Pollie s Probation,2,0.273062,Neither,71.90632149449131
462,The Crown of Life,22,0.295948,Neither,78.66284880011132
463,The Cruise of the Cachalot Round the World After Sperm Whales,0,0.178492,Neither,65.17971016424781
464,The Cruise of the Esmeralda,0,0.54597,Neither,65.08219808664236
465,The Crystal Hunters A Boy s Adventures in the Higher Alps,5,0.10088,Neither,88.92329789884627
466,The Dash for Khartoum A Tale of the Nile Expedition,0,0.169803,Neither,79.12193499036044
467,A Monk of Cruta,22,-0.08411,Neither,86.80526282799039
468,The Datchet Diamonds,42,0.136553,Neither,82.48242883563374
469,The Daughter of the Chieftain the Story of an Indian Girl,28,0.045462,Neither,81.97278712718757
470,The Daughters of Danaus,43,0.128511,Neither,73.05920460144654
471,The Day of Temptation,2,0.090701,Neither,72.48936403855691
472,The Diary of a Nobody,12574,0.217269,Canonical novels,83.2071052987742
473,The Dictator,2,0.316417,Neither,76.0547444008427
474,The Dingo Boys The Squatters of Wallaby Range,2,-0.086111,Neither,85.82537698379406
475,The Doctor his Wife and the Clock,0,-0.209555,Neither,74.25113030401505
476,The Doings of Raffles Haw,173,0.289815,Neither,80.67719339123505
477,The Doomswoman An Historical Romance of Old California,9,0.168139,Neither,77.20380205253997
478,A Monk of Fife,9,0.115095,Neither,80.07903782500068
479,The Drummer s Coat,0,-0.03482,Neither,80.92135818303275
480,The Duke of Stockbridge A Romance of Shays Rebellion,13,0.004993,Neither,72.11777050278623
481,The Eagle s Heart,3,0.165397,Neither,84.64253709741716
482,The Ebb Tide A Trio And Quartette,335,-0.075254,Canonical novels,86.80950444156478
483,The Empire Makers A Romance of Adventure and War in South Africa,0,0.130299,Neither,74.09607024046716
484,The Eternal City,53,0.018418,Neither,80.73908949986306
485,The Exploits of Brigadier Gerard,428,0.016658,Neither,81.62713330847227
486,The Eye of Istar A Romance of the Land of No Return,1,-0.093207,Neither,63.726431987929715
487,The Face and the Mask,6,0.143192,Neither,81.22523221402925
488,The Family at Misrule,0,0.110134,Neither,83.1888026883578
489,A Nest of Linnets,2,0.378404,Neither,80.77614882932127
490,The Farringdons,5,0.578659,Bestsellers,78.05080481342691
491,The Field of Clover,11,0.169785,Neither,85.90439388707715
492,The Fifth of November A Romance of the Stuarts,2,0.026976,Neither,75.18114147465411
493,The Firebrand,2,0.150016,Neither,72.7961605058543
494,The First Men in the Moon,12417,-0.05678,Canonical novels,76.68129474539778
495,The Flight of the Shadow,128,0.046302,Neither,85.67410227207996
496,The Flower of Forgiveness,2,0.119573,Neither,76.57069700411981
497,The Forbidden Room Mine Answer was my Deed,1,0.070781,Neither,78.58287046119554
498,The Forest Lovers,0,0.156367,Neither,88.09172911358074
499,The Fourth Generation,1,0.07069,Neither,81.81511069213754
500,A Pirate of the Caribbees,22,0.1864,Neither,63.70164134191582
501,The Gadfly,8400,-0.047326,Neither,81.29320132845575
502,The Garden of Swords,1,-0.013694,Bestsellers,85.0587919694924
503,The Gateless Barrier,13,0.334024,Neither,67.69736585529185
504,The Gathering of Brother Hilarius,0,0.006867,Neither,84.33081974169627
505,The Gentleman from Indiana,103,0.192165,Neither,80.26108791263823
506,The Girl at Cobhurst,2,0.530542,Neither,81.85401161359147
507,The Girls and I A Veracious History,0,0.16637,Neither,88.10253906035555
508,The Girls of St Wode's,0,0.268511,Neither,87.14497442866012
509,The God in the Car A Novel,1,0.130737,Neither,84.01225859742036
510,The Gold Stealers A Story of Waddy,0,-0.016165,Neither,78.83316708504283
511,A Practical Novelist,0,0.113629,Neither,80.13675516440661
512,The Gold that Glitters The Mistakes of Jenny Lavender,1,0.355888,Neither,82.8135393560353
513,The Golden Age,1,0.143853,Neither,73.53686483440842
514,The Golden Rock,1,-0.194816,Neither,84.55412805527908
515,The Great Cattle Trail,5,-0.007874,Neither,72.24520812750872
516,The Great Stone of Sardis,16,0.336003,Neither,73.8690786581681
517,The Great War in England in 1897,12,-0.522304,Neither,57.210062462407535
518,The Great White Queen A Tale of Treasure and Treason,37,-0.156699,Neither,66.92961285865825
519,The Greater Inclination,119,0.111536,Neither,79.309788094635607
520,The Green Carnation,150,0.277603,Neither,76.35887804912929
521,The Grey Lady,0,0.233693,Neither,77.81242820406953
522,A Protegee of Jack Hamlin's,4,0.251052,Neither,72.6941415458931
523,The Grey Man,18,0.022617,Neither,79.17147377477508
524,The Grim House,0,0.292959,Neither,76.71488726857238
525,The Guinea Stamp  A Tale of Modern Glasgow,21,0.208862,Neither,83.3326467431422
526,The Half Hearted,58,0.109047,Neither,81.4651942588118
527,The Harlequin Opal,2,0.033468,Neither,74.85418973485731
528,The Heart s Highway A Romance of Virginia in the Seventeenth Century,0,0.273684,Neither,69.41680587549877
529,The Heart of Princess Osra,120,0.259764,Neither,86.35223297749768
530,The Heavenly Twins,167,0.318395,Bestsellers,75.07602174937605
531,The Heiress of Wyvern Court,0,0.352949,Neither,86.73028979040623
532,The Herd Boy and His Hermit,1,0.278734,Neither,79.46468533063235
533,A Ring of Rubies,0,0.293967,Neither,84.02295320803378
534,The Hero,283,0.143458,Neither,81.46598261674976
535,The History of David Grieve,0,0.031811,Neither,77.84143971054972
536,The History of Sir Richard Calmady A Romance,14,0.272712,Bestsellers,69.50008085720502
537,The Honorable Miss A Story of an Old Fashioned Town,0,0.332446,Neither,84.75014034098423
538,The Honour of Savelli A Romance,0,0.143222,Neither,77.90895240701013
539,The Hosts of the Lord,1,0.073793,Neither,79.37356814983735
540,The Hot Swamp,6,0.249621,Neither,76.81296641609632
541,The House by the Lock,0,0.15451,Neither,73.74082092439099
542,The House of Martha,3,0.487469,Neither,78.31343869719294
543,The House with the Green Shutters,404,-0.086407,Neither,83.72166008599919
544,A Romance of Wastdale,7,-0.01712,Neither,81.48614618853527
545,The Hoyden,4,0.104363,Neither,86.75519769572936
546,The Human Boy and the War,4,0.28689,Neither,75.89334616203637
547,The Hypocrite,0,0.257123,Neither,78.50052679390555
548,The Indiscretion of the Duchess Being a Story Concerning Two Ladies a Nobleman and a Necklace,49,0.110962,Neither,86.05609442086586
549,The Induna s Wife,2,-0.138366,Neither,81.44102915690071
550,The Infidel A Story of the Great Revival,5,0.286566,Neither,74.23906589300994
551,The Inheritors,152,0.07917,Neither,80.38594533136124
552,The Invisible Man A Grotesque Romance,133858,-0.103895,Canonical novels,81.07505186338547
553,The Iron Pirate A Plain Tale of Strange Happenings on the Sea,11,-0.024289,Neither,82.2332816447277
554,The Island of Doctor Moreau,90102,-0.314029,Canonical novels,79.67514285363565
555,A Bid for Fortune Or Dr. Nikola's Vendetta,95,0.24873,Neither,81.68723012602226
556,A Rose of a Hundred Leaves A Love Story,17,0.294951,Neither,81.34904559829582
557,The Island of Gold A Sailor s Yarn,0,0.153243,Neither,82.66720891950729
558,The Isle of Unrest,0,0.108627,Bestsellers,77.73748662428366
559,The Ivory Gate a new edition,2,0.182373,Neither,82.69304970526724
560,The Jamesons,0,0.351842,Neither,78.99009931733545
561,The Jessamy Bride,0,0.289494,Neither,76.17670627278295
562,The Judgment Books A Story,0,0.094925,Neither,84.79599197760982
563,The King s Assegai A Matabili Story,9,-0.145796,Neither,82.14713003907087
564,The King s Jackal,3,0.301549,Neither,78.28801762235325
565,The King s Mirror,28,0.254361,Neither,81.35168349309411
566,The King of Schnorrers Grotesques and Fantasies,76,0.109907,Neither,75.17096410456422
567,A Rose of Yesterday,3,0.133293,Neither,80.71911196719225
568,The Kopje Garrison A Story of the Boer War,13,-0.044586,Neither,84.8428403438221
569,The Lady of Lynn,6,0.331344,Neither,81.56283587570921
570,The Last Entry,13,0.061277,Neither,82.51593414772039
571,The Last Stroke A Detective Story,0,0.179508,Neither,82.78102976961989
572,The Last Tenant,6,0.158645,Neither,82.54834356531994
573,The Laurel Walk,0,0.362044,Neither,74.26042767713935
574,The Life and Death of Richard Yea and Nay,0,0.019659,Neither,87.84518786287461
575,The Light of Scarthey A Romance,5,0.12256,Neither,75.3086829663297
576,The Light That Failed,920,0.013619,Neither,86.08836233093326
577,The Lilac Sunbonnet A Love Story,11,0.234437,Neither,79.18302487060194
578,A Rough Shaking,73,0.095672,Neither,86.10671292261743
579,The Lion's Brood,0,-0.183907,Neither,74.63461746688792
580,The Little Clown,2,0.072293,Neither,86.66022626304648
581,The Little Lady of Lagunitas A Franco Californian Romance,1,0.094653,Neither,74.4513034606101
582,The Little Minister,211,-0.090581,Bestsellers,86.01012196856792
583,The Log of a Privateersman,0,0.187143,Neither,65.83702320305086
584,The Long Vacation,4,0.478191,Neither,76.22591715543167
585,The Lord of Dynevor A Tale of the Times of Edward the First,0,0.223269,Neither,76.47576556254552
586,The Lord of the Sea,26,0.008102,Neither,78.11944747610865
587,The Lost Heir,0,0.372954,Neither,80.48908210514298
588,The Lost Stradivarius,448,0.351233,Neither,65.41153978789815
589,A Roving Commission Or Through the Black Insurrection at Hayti,0,0.183348,Neither,81.03271376751448
590,The Lost Treasure of Trevlyn A Story of the Days of the Gunpowder Plot,0,0.200193,Neither,80.55197625927066
591,The Love Affairs of an Old Maid,36,0.312455,Neither,79.84086094485357
592,The Luck of Gerard Ridgeley,2,-0.058756,Neither,76.12559126223054
593,The Lunatic at Large,0,0.378142,Neither,77.95649757366465
594,The Maid of Honour A Tale of the Dark Days of France,0,0.171562,Neither,72.216133607592
595,The Maid of Maiden Lane,6,0.467575,Neither,80.34989849443423
596,The Making of a Prig,1,0.175148,Neither,81.97959886309457
597,The Making of a Saint,76,0.0162,Neither,84.50377020419926
598,The Making of Mary,1,0.463641,Neither,80.36329319083504
599,The Man in Black,0,-0.163582,Neither,83.88192242241585
600,A Second Coming,8,0.027799,Neither,86.84411619656214
601,The Manxman A Novel,27,-3.56e-4,Bestsellers,87.6571823618154
602,The Marriage of Elinor,0,0.261017,Neither,80.02301287657865
603,The Martian A Novel,63,0.601368,Neither,73.34490121690116
604,The Master Christian,4,0.339647,Bestsellers,72.12803964543498
605,The Master of the Shell,25,0.184649,Neither,78.50028045982786
606,The Men of the Moss Hags Being,6,0.01772,Neither,81.00490864686275
607,The Mermaid A Love Tale,33,0.219891,Neither,79.75341485669664
608,The Midnight Passenger,12,-0.029073,Neither,74.38924767216189
609,The Moon Metal,0,0.327086,Neither,69.48088518514884
610,The Mormon Prophet,6,0.175693,Neither,76.15615218624956
611,A Singer from the Sea,0,0.29981,Neither,80.90956362432536
612,The Mountain Lovers,3,-0.130545,Neither,85.17028058712327
613,The Mystery of Choice,23,-0.033954,Neither,84.18637031570994
614,The Mystery of the Clasped Hands,4,0.343922,Neither,77.61106799736284
615,The New Rector,0,0.108047,Neither,81.72466552939622
616,The Nigger Of The Narcissus A Tale Of The Forecastle,1848,-0.240581,Canonical novels,81.58987413028323
617,The Observations of Henry,36,0.258821,Neither,86.52232435958112
618,The Odd Women,4395,0.153501,Canonical novels,78.42763717566557
619,The Old Maids Club,2,0.253629,Neither,75.05593872615987
620,The Open Question A Tale of Two Temperaments,1,0.188643,Neither,82.18025796833318
621,The Orange Girl,5,0.046895,Neither,84.70130110921451
622,A Sister of the Red Cross A Tale of the South African War,0,0.143651,Neither,87.37523362744056
623,The Oriel Window,0,0.428427,Neither,84.0693077255066
624,The Parasite A Story,447,1.73e-4,Neither,81.71424131485071
625,The Path of a Star,0,0.300986,Neither,72.62127736197093
626,The Paying Guest,125,0.14582,Neither,83.5933611838328
627,The People of the Mist,3238,-0.048391000000000003,Neither,80.81852356616325
628,The Philanderers,7,0.081474,Neither,77.65454544822694
629,The Picture of Dorian Gray,919179,0.061888,Canonical novels,82.67039668068931
630,The Pilots of Pomona A Story of the Orkney Islands,2,0.075362,Neither,81.29981367202798
631,The Pirate Slaver A Story of the West African Coast,0,0.23205,Neither,62.50526807883047
632,The Pomp of the Lavilettes,0,0.029175,Neither,82.20901201489202
633,A Sweet Girl Graduate,0,0.311148,Neither,84.29555428961226
634,The Potter's Thumb,1,0.042033,Neither,79.75571195467666
635,The Pride of Jennico Being a Memoir of Captain Basil Jennico,4,0.111054,Neither,72.84028634684913
636,The Prince of India Or Why Constantinople Fell,0,0.379281,Neither,73.07808940405097
637,The Princess Aline,26,0.447994,Neither,78.64608154971044
638,The Prisoner of Zenda,17494,0.130214,Both canonical and bestsellers,87.60795236160425
639,The Prophet of Berkeley Square,4,0.311304,Neither,73.49850401075813
640,The Purple Cloud,1087,-0.156676,Neither,73.597995938716707
641,The Queen s Cup,0,0.232294,Neither,84.6890958970534
642,The Queen s Scarlet The Adventures and Misadventures of Sir Richard Frayne,1,0.044482,Neither,86.34984468564416
643,The Queen Against Owen,0,-0.042315,Neither,77.39955627660767
644,A Tale of Two Tunnels A Romance of the Western Waters,3,0.146289,Neither,81.69135704534965
645,The Quest of the Golden Girl A Romance,12,0.590396,Neither,72.45205630307498
646,The Rajah of Dah,0,0.105759,Neither,86.05711268188648
647,The Ralstons,2,0.148397,Neither,79.41380865473519
648,The Recipe for Diamonds,4,0.076925,Neither,76.42712557355983
649,The Red Axe,4,0.118713,Neither,81.01343927571882
650,The Red Badge of Courage An Episode of the American Civil War,87355,-0.131842,Neither,80.35839559889422
651,The Red Cockade,0,-0.200397,Neither,86.28723700049076
652,The Red Rat's Daughter,2,0.32562,Neither,79.67645405016052
653,The Redemption of David Corson,8,0.100177,Neither,76.89683176841442
654,The Refugees A Tale of Two Continents,130,0.03806,Bestsellers,83.67300106619331
655,A Traveler from Altruria Romance,69,0.457745,Neither,76.53719407594899
656,The Reign of Law a tale of the Kentucky hemp fields,11,0.150159,Neither,76.90673925019406
657,The Romance of Golden Star,9,0.438725,Neither,72.83171561747301
658,The Romance of the Woods,0,0.183752,Neither,68.6427500617268
659,The Romance of Zion Chapel,2,0.339705,Neither,73.03983059143884
660,The Rome Express,0,0.015947,Neither,80.19168175137766
661,The Rubicon,0,0.241058,Neither,80.09812599522576
662,The Ruby Sword A Romance of Baluchistan,4,-0.038098,Neither,76.33614314005158
663,The Sack of Monte Carlo An Adventure of To day,0,0.179205,Neither,77.2995599124383
664,The Sacred Fount,223,0.354344,Neither,78.9427815983822
665,The Scapegoat,9,-0.147166,Neither,81.98986417250589
666,A Cabinet Secret,10,0.235622,Neither,73.36787783655144
667,A Trip to Venus A Novel,31,0.472764,Neither,72.01272594495899
668,The Secret Chamber at Chad,0,0.244802,Neither,76.5087903234254
669,The Ship of Stars,0,0.120627,Neither,86.96454786285494
670,The Sign of the Red Cross A Tale of Old London,0,-0.050715,Neither,78.76477300498757
671,The Sign of the Spider,45,-0.036835,Neither,74.7006975816536
672,The Skipper s Wooing and The Brown Man's Servant,0,0.079509,Neither,82.66921646974018
673,The Sky Pilot A Tale of the Foothills,31,0.188322,Neither,83.73975725363466
674,The Slave of the Lamp,0,0.210018,Neither,74.10563691542745
675,The Solitary Summer,689,0.541552,Neither,68.01880388388163
676,The Sorrows of Satan or The Strange Experience of One Geoffrey Tempest Millionaire A Romance,892,0.377599,Bestsellers,69.9389259594962
677,The Sowers,0,0.178567,Bestsellers,79.6897753830803
678,A Vanished Hand,3,0.371959,Neither,83.85048343338103
679,The Span o Life A Tale of Louisbourg Quebec,0,0.203882,Neither,75.69518119927281
680,The Spoils of Poynton,1225,0.256488,Canonical novels,80.91304528305173
681,The Star Gazers,0,0.167075,Neither,84.85557333467061
682,The Stark Munro Letters Being series of twelve letters written by J Stark Munro M B to his friend and former fellow student Herbert Swanborough of Lowell Massachusetts during the years 1881 1884,74,0.206493,Neither,78.81617428569177
683,The Story of a Red Deer,0,0.18202,Neither,84.49476631156614
684,The Story of Ab A Tale of the Time of the Cave Man,22,0.191926,Neither,72.17965204977253
685,The Story of Bessie Costrell,4,-0.082459,Neither,84.8716014897962
686,The Story of Francis Cludde,0,-0.079757,Neither,85.06060908303174
687,The Story of Sonny Sahib,0,0.084478,Neither,77.57994857502744
688,The Story of the Glittering Plain Which Has Been Also Called the Land of Living Men or the Acre of the Undying,178,0.348824,Neither,89.81375057647605
689,A Veldt Official A Novel of Circumstance,2,-0.030888,Neither,75.2169712009621
690,The Strong Arm,1,0.037966,Neither,69.93387711216792
691,The Sundering Flood,106,0.51322,Neither,85.5427495860757
692,The Surprising Adventures of Sir Toady Lion with Those of General Napoleon Smith An Improving History for Old Boys Young Boys Good Boys Bad Boys Big Boys Little Boys Cow Boys and Tom Boys,2,0.153307,Neither,77.18649879355955
693,The Survivor,0,0.1423,Neither,82.45486920164177
694,The Swing of the Pendulum,0,0.13734,Neither,81.57991818952682
695,The Tapu Of Banderah 1901,0,0.0969,Neither,79.026324521181
696,The Temptress,4,0.038107,Neither,73.15919954388572
697,The Third Violet,33,0.123277,Neither,85.0211741249646
698,The Thirsty Sword A Story of the Norse Invasion of Scotland 1262 1263,26,-0.026256,Neither,80.66880262494288
699,The Three Impostors or The Transmutations,8,0.001872,Neither,75.39559471307247
700,A Vendetta of the Desert,6,-0.155926,Neither,71.9914515847379
701,The Three Partners,691,0.16952,Neither,76.34633969860157
702,The Tiger Lily,2,0.087526,Neither,86.96988330403168
703,The Tiger of Mysore A Story of the War with Tippoo Saib,0,0.145083,Neither,79.27920200382131
704,The Time Machine,395089,-0.017294,Canonical novels,74.48439970371442
705,The Town Traveller,22,0.205511,Neither,81.67918108140269
706,The Tragedy of Ida Noble,0,0.118864,Neither,77.96210359181939
707,The Tragedy of the Korosko,337,-0.049729,Neither,79.52897857143847
708,The Trail of the Sword Complete,0,0.177294,Neither,83.01131599282643
709,The Translation of a Savage Complete,0,0.297179,Neither,79.50283646980765
710,The Triple Alliance Its Trials and Triumphs,0,0.192309,Neither,77.86492714315783
711,A Woman's Burden A Novel,5,0.101115,Neither,83.87147513251391
712,The Tysons Mr and Mrs Nevill Tyson,5,0.042538,Neither,82.6548273209521
713,The Unknown Sea,1,-0.195344,Neither,85.49325947772176
714,The Upper Berth,346,0.057213,Neither,79.13142296984398
715,The Valiant Runaways,4,0.038496,Neither,82.99760972213898
716,The Vast Abyss The Story of Tom Blount his Uncles  and his Cousin Sam,1,0.046848,Neither,87.31540437507374
717,The Velvet Glove,0,0.155928,Neither,78.74369206507548
718,The Village by the River,2,0.340962,Neither,84.8442335276156
719,The Village Watch Tower,6,0.308609,Neither,77.21294813770598
720,The Vintage A Romance of the Greek War of Independence,0,0.048279,Neither,77.4753396376717
721,The Visits of Elizabeth,48,0.293685,Bestsellers,79.8866784728272
722,A Woman Intervenes,7,0.254862,Neither,82.9040207338465
723,The Vizier of the Two Horned Alexander,0,0.481827,Neither,77.02952516144862
724,The Walrus Hunters A Romance of the Realms of Ice,3,0.267238,Neither,72.66750473204236
725,The War of the Wenuses,0,-0.005,Neither,67.329688696747
726,The War of the Worlds,235205,-0.266267,Canonical novels,73.28863782465764
727,The Watchers A Novel,15,-0.003782,Neither,87.05443893073084
728,The Water of the Wondrous Isles,0,0.263797,Neither,86.5261377570989
729,The Waters of Edera,6,-0.134557,Neither,82.43345060352306
730,The Weathercock Being the Adventures of a Boy with a Bias,0,0.03081,Neither,86.72870872472829
731,The Well Beloved,1553,0.175256,Canonical novels,75.29021950662516
732,The Well at the World s End,653,0.545755,Neither,88.43844166578367
733,A Young Mutineer,0,0.403492,Neither,83.66179482884395
734,The Were Wolf,212,-0.325035,Neither,80.85122005766229
735,The Wheels of Chance A Bicycling Idyll,328,0.10223,Neither,77.36673486874415
736,The Whirlpool,121,0.175722,Neither,78.87161243273482
737,The White Company,3786,0.177929,Neither,83.04276049980382
738,The White Lady of Hazelwood,1,0.288105,Neither,80.85687594219802
739,The White Shield,5,-0.058401,Neither,81.19356676366
740,The White Virgin,0,0.120394,Neither,87.08408549711991
741,The Wiles of the Wicked,3,0.123222,Neither,73.17371958352761
742,The Wings of Icarus,1,0.179604,Neither,88.47312096104854
743,The Witch of Prague,79,0.027188,Neither,77.86347251391756
744,Aaron the Jew,3,0.372322,Neither,81.11128370568598
745,The Wizard,187,-0.003417,Neither,82.53510195049529
746,The Woman Who Did,204,0.283705,Both canonical and bestsellers,75.18622640596793
747,The Woman with One Hand and Mr Ely s Engagement,0,0.17242,Neither,86.74750242769318
748,The Wonder Child,0,0.091974,Neither,84.33003960339737
749,The Wonderful Visit,457,0.099648,Neither,80.01822934635344
750,The Wood Pigeons and Mary,0,0.518592,Neither,84.92916295934626
751,The Wood Beyond the World,2,0.31745,Canonical novels,89.35049844176315
752,The Worshipper of the Image,10,0.094544,Neither,79.81501105736788
753,The Wrecker,227,0.133296,Bestsellers,79.90069661837936
754,The Wreckers of Sable Island,0,0.130031,Neither,76.2709590783798
755,About Peggy Saville,0,0.271109,Neither,79.09537658358177
756,The Young Ranchers Or Fighting the Sioux,1,0.077755,Neither,76.17219199919113
757,The Young Woodsman Or Life in the Forests of Canada,0,0.367037,Neither,73.70129345301753
758,The Zeit Geist,14,0.172792,Neither,80.44396442200525
759,Their Wedding Journey,0,0.408038,Neither,68.96321396209176
760,There Back,444,0.264204,Neither,84.52415309912487
761,Three Men on the Bummel,5024,0.211459,Canonical novels,78.96491621903479
762,Through Russian Snows A Story of Napoleon s Retreat from Moscow,0,0.124796,Neither,77.29207490360962
763,Ti Ti Pu A Boy of Red River,0,0.253021,Neither,71.12698205352613
764,Timothy's Quest A Story for Anybody Young or Old Who Cares to Read It,20,0.471639,Neither,78.34323473529845
765,Tiny Luttrell,3,0.348261,Neither,81.41172650042347
766,According to Plato,0,0.498639,Neither,74.35230229027286
767,To The West,0,0.094036,Neither,89.81940533728121
768,Tom and Some Other Girls A Public School Story,0,0.271004,Neither,76.62571374797642
769,Tom Ossington s Ghost,27,0.004313,Neither,83.20977440092696
770,Tom Tufton s Travels,0,0.32268,Neither,80.95128494203055
771,Tom Wallis A Tale of the South Seas,0,0.124231,Neither,79.45678599411102
772,Tom Dick and Harry,6,0.062983,Neither,81.93066802916138
773,Tommy and Grizel,42,0.19411,Neither,86.23055867436531
774,Tongues of Conscience,1,-0.035801,Neither,81.4459097643056
775,Tourmalin s Time Cheques,32,0.195613,Neither,76.21414152497127
776,Trilby,1042,0.422542,Both canonical and bestsellers,75.17712654935617
777,A Cathedral Courtship,3,0.530569,Neither,75.70038806292928
778,Across Texas,2,0.128192,Neither,75.29680368086271
779,Tristram of Blent,5,0.230809,Neither,82.23788123223898
780,Trooper Peter Halket of Mashonaland,39,-0.067552,Neither,89.73404185475394
781,Two Boys in Wyoming A Tale of Adventure Northwest Series,4,0.15413,Neither,77.50742822780272
782,Two Little Pilgrims Progress A Story of the City Beautiful,21,0.368377,Neither,85.89509956843706
783,Two Maiden Aunts,8,0.411243,Neither,81.98851569913676
784,Two Penniless Princesses,21,0.28137,Neither,73.12083553798175
785,Uncle Bernac A Memory of the Empire,105,0.039648,Neither,78.1462484961694
786,Under False Pretences A Novel,0,0.107145,Neither,82.4929691192858
